Food Code,Name,Food Category,Base Value,Sub Group Code,Validation Error,Validation Overridden,Description,Dilution,Max Weight,Comment,Edible Portion,Deleted Food Flag,Water,Estimate,Total nitrogen,Estimate,Nitrogen conversion factor,Estimate,Protein,Estimate,Fat,Estimate,Carbohydrate,Estimate,Energy (kcal),Estimate,Energy (kJ),Estimate,Alcohol,Estimate,Englyst fibre,Estimate,Southgate fibre,Estimate,Starch,Estimate,Total sugars,Estimate,Non-milk extrinsic sugars,Estimate,Intrinsic and milk sugars,Estimate,Glucose,Estimate,Fructose,Estimate,Sucrose,Estimate,Maltose,Estimate,Lactose,Estimate,Other sugars,Estimate,Satd FA,Estimate,Cis-Mon FA,Estimate,Cis-n3 FA,Estimate,Cis-n6 FA,Estimate,Trans FA,Estimate,Cholesterol,Estimate,Retinol,Estimate,Total carotene,Estimate,Alpha-carotene,Estimate,Beta-carotene,Estimate,Beta cryptoxanthin,Estimate,Vitamin A,Estimate,Vitamin D,Estimate,Thiamin,Estimate,Riboflavin,Estimate,Niacin,Estimate,Tryptophan/60,Estimate,Niacin equivalent,Estimate,Vitamin C,Estimate,Vitamin E,Estimate,Vitamin B6,Estimate,Vitamin B12,Estimate,Folate,Estimate,Pantothenic acid,Estimate,Biotin,Estimate,Sodium,Estimate,Potassium,Estimate,Calcium,Estimate,Magnesium,Estimate,Phosphorus,Estimate,Iron,Estimate,Haem iron,Estimate,Non-haem iron,Estimate,Copper,Estimate,Zinc,Estimate,Chloride,Estimate,Iodine,Estimate,Manganese,Estimate,Selenium,Estimate
9437,LAMB RACK/BEST END NECK/ CROWN ROAST LEAN AND FAT,F,100,24B,FALSE,FALSE,,1,250,,1,FALSE,45.5,,3.7,,6.25,,23,,30.1,,0,,362,,1502,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,14.7,,8.09,,0.53,,1.23,,2.55,,107,,10,,0,,0,,0,,0,,10,,0.6,,0.12,,0.19,,5.9,,4.4,,10.3,,0,,0.1,,0.3,,2.1,,3,,1.1,,2,,75,,304,,12,,22,,194,,1.6,,0.6,,0.9,,0.08,,2.8,,67,,6,,0.01,,4,
9438,RACK OF LAMB BEST END OF NECK CROWN ROAST LEAN,F,100,24B,FALSE,FALSE,,1,250,,1,FALSE,57.6,,4.3,,6.25,,27.1,,13,,0,,225,,942,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.34,,3.49,,0.23,,0.53,,0.01,,110,,0,,0,,0,,0,,0,,0,,0.65,,0.13,,0.2,,7.2,,5.6,,12.8,,0,,0.1,,0.4,,2.5,,4,,1.3,,2,,77,,330,,13,,24,,215,,1.8,,0.7,,1.1,,0.1,,3.6,,68,,6,,0.01,,4,
9439,HALF SHOULDER OF LAMB KNUCKLE END ROASTED LEAN+FAT,F,100,24B,FALSE,FALSE,,1,250,,1,FALSE,53.7,,3.7,,6.25,,22.9,,23.4,,0,,302,,1254,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,11.44,,6.3,,0.42,,0.96,,1.98,,107,,8,,0,,0,,0,,0,,8,,0.61,,0.11,,0.22,,4.6,,4.6,,9.2,,0,,0.1,,0.2,,2.1,,3,,1.1,,2,,76,,288,,11,,21,,181,,1.5,,0.6,,0.9,,0.08,,4.2,,65,,6,,0.01,,4,
9440,HALF SHOULDER OF LAMB BLADESIDE ROASTED LEAN+FAT,F,100,24B,FALSE,FALSE,,1,250,,1,FALSE,50.1,,3.8,,6.25,,23.5,,25.6,,0,,324,,1345,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,12.47,,6.87,,0.45,,1.04,,2.16,,107,,8,,0,,0,,0,,0,,8,,0.61,,0.08,,0.19,,4.1,,4.5,,8.6,,0,,0.2,,0.1,,2.1,,3,,1.2,,2,,71,,277,,12,,21,,181,,1.6,,0.7,,1,,0.1,,4.7,,68,,6,,0.01,,4,
9441,LAMB MINCED STEWED LEAN+FAT,F,100,24B,FALSE,FALSE,,1,300,,1,FALSE,62.8,,3.9,,6.25,,24.4,,12.3,,0,,208,,870,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.02,,3.31,,0.21,,0.51,,1.05,,108,,5,,0,,0,,0,,0,,5,,0.5,,0.09,,0.21,,5.2,,5.3,,10.5,,0,,0.1,,0.2,,2,,4,,0.9,,4,,59,,265,,15,,20,,180,,2.1,,0.8,,1.3,,0.11,,4.6,,46,,5,,0.02,,3,
9442,PORK SPARE RIB SHOULDER JOINT BRAISED LEAN & FAT,F,100,25B,FALSE,FALSE,,1,250,,1,FALSE,55.9,,3.9,,6.25,,24.4,,18,,0,,260,,1081,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.71,,6.8,,0.34,,2.84,,0.11,,92,,0,,0,,0,,0,,0,,0,,1.08,,0.48,,0.25,,3.6,,5.6,,9.2,,0,,0,,0.3,,0.7,,3,,1.6,,6,,64,,284,,9,,20,,187,,1,,0.4,,0.6,,0.1,,3.3,,60,,5,,0.01,,15,
9443,PORK SPARE RIB JOINT POT ROASTED LEAN ONLY,F,100,25B,FALSE,FALSE,,1,250,,1,FALSE,60,,4.8,,6.25,,30,,9,,0,,201,,843,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.18,,3.35,,0.16,,1.37,,0.06,,92,,0,,0,,0,,0,,0,,0,,0.68,,0.58,,0.29,,4.7,,6.2,,10.9,,0,,0,,0.4,,0.8,,4,,1.9,,5,,65,,320,,8,,24,,220,,1.3,,0.5,,0.8,,0.12,,4.5,,60,,5,,0.02,,19,
9444,PORK SPARE RIB CHOPS BRAISED LEAN & FAT NO BONE,F,100,25B,FALSE,FALSE,,1,250,,1,FALSE,55.7,,4.5,,6.25,,28.1,,15,,0,,248,,1034,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5.5,,5.65,,0.28,,2.34,,0.09,,97,,0,,0,,0,,0,,0,,0,,0.59,,0.7,,0.27,,3.5,,5.7,,9.2,,0,,0,,0.2,,1.3,,1,,1.5,,6,,59,,287,,29,,22,,197,,1.4,,0.5,,0.8,,0.11,,4.4,,55,,11,,0.02,,18,
9445,PORK SPARE RIB CHOPS BRAISED LEAN & FAT + BONE,F,100,25B,FALSE,FALSE,,1,300,,1,FALSE,41.8,,3.4,,6.25,,21.1,,11.3,,0,,186,,776,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4.13,,4.24,,0.21,,1.76,,0.07,,72,,0,,0,,0,,0,,0,,0,,0.44,,0.53,,0.2,,2.7,,4.3,,6.9,,0,,0,,0.2,,1,,1,,1.1,,5,,44,,215,,22,,16,,148,,1,,0.4,,0.6,,0.08,,3.3,,41,,8,,0.01,,14,
9446,PORK SPARE RIB CHOPS BRAISED LEAN ONLY NO BONE,F,100,25B,FALSE,FALSE,,1,250,,1,FALSE,58.8,,4.9,,6.25,,30.5,,10.1,,0,,213,,892,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.57,,3.76,,0.18,,1.53,,0.06,,98,,0,,0,,0,,0,,0,,0,,0.4,,0.77,,0.29,,3.6,,6.3,,9.9,,0,,0,,0.3,,1.5,,1,,1.6,,6,,59,,300,,32,,23,,210,,1.5,,0.6,,0.9,,0.12,,4.9,,54,,12,,0.02,,20,
9447,PORK SPARE RIB CHOPS BRAISED LEAN ONLY WITH BONE,F,100,25B,FALSE,FALSE,,1,300,,1,FALSE,38.2,,3.2,,6.25,,19.8,,6.6,,0,,138,,580,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.32,,2.44,,0.12,,1,,0.04,,64,,0,,0,,0,,0,,0,,0,,0.26,,0.5,,0.19,,2.3,,4.2,,6.5,,0,,0,,0.2,,1,,1,,1,,4,,38,,195,,21,,15,,137,,1,,0.4,,0.6,,0.08,,3.2,,35,,8,,0.01,,13,
9448,PORK HAND OR SPRING JOINT ROASTED LEAN AND FAT,F,100,25B,FALSE,FALSE,,1,250,,1,FALSE,51.2,,4.4,,6.25,,27.7,,18.7,,0,,279,,1164,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.28,,7.89,,0.4,,2.81,,0.12,,102,,0,,0,,0,,0,,0,,0,,1.05,,0.82,,0.24,,3.6,,5.6,,9.2,,0,,0,,0.3,,1.1,,1,,1.7,,5,,75,,334,,7,,22,,209,,1.1,,0.4,,0.7,,0.1,,3.3,,72,,7,,0.01,,16,
9449,PORK HAND OR SPRING JOINT ROASTED LEAN ONLY,F,100,25B,FALSE,FALSE,,1,250,,1,FALSE,60,,4.9,,6.25,,30.8,,8.8,,0,,202,,849,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.04,,3.54,,0.15,,1.2,,0.04,,106,,0,,0,,0,,0,,0,,0,,0.65,,0.99,,0.34,,3.7,,6.6,,10.3,,0,,0,,0.4,,1.4,,1,,2,,4,,78,,375,,7,,26,,240,,1.3,,0.5,,0.8,,0.12,,4.3,,75,,7,,0.02,,18,
9450,PORK LOIN JOINT ROASTED LEAN+FAT,F,100,25B,FALSE,FALSE,,1,250,,1,FALSE,54,,4.3,,6.25,,26.8,,17.9,,0,,268,,1116,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.24,,7.2,,0.39,,2.77,,0.12,,82,,0,,0,,0,,0,,0,,0,,1.07,,0.66,,0.19,,5.8,,5.2,,11,,0,,0,,0.3,,0.7,,2,,1.7,,6,,61,,327,,11,,22,,199,,0.7,,0.3,,0.4,,0.06,,2.3,,60,,5,,0,,17,
9451,PORK LOIN JOINT ROASTED LEAN ONLY,F,100,25B,FALSE,FALSE,,1,250,,1,FALSE,61.4,,4.8,,6.26,,30.1,,6.8,,0,,182,,763,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.43,,2.55,,0.12,,0.99,,0.04,,79,,0,,0,,0,,0,,0,,0,,0.68,,0.78,,0.2,,6.5,,6.2,,12.7,,0,,0,,0.4,,0.8,,2,,1.9,,5,,61,,365,,12,,25,,225,,0.8,,0.3,,0.5,,0.06,,2.8,,60,,5,,0,,19,
9452,PORK CHUMP CHOPS STEAK GRILLED LEAN+FAT NO BONE,F,100,25B,FALSE,FALSE,,1,250,,1,FALSE,60.5,,4.5,,6.25,,27.9,,11.7,,0,,217,,907,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.9,,4.53,,0.28,,2.04,,0.07,,86,,0,,0,,0,,0,,0,,0,,0.77,,0.89,,0.22,,8.9,,5.6,,14.5,,0,,0.2,,0.4,,0.4,,2,,3.2,,5,,62,,408,,14,,27,,246,,0.9,,0.3,,0.5,,0.04,,2.2,,59,,3,,0,,15,
9453,PORK CHUMP CHOPS STEAKS GRILLED LEAN+FAT+BONE,F,100,25B,FALSE,FALSE,,1,300,,1,FALSE,45.5,,3.3,,6.25,,20.9,,18.4,,0,,249,,1034,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.38,,7.42,,0.44,,2.88,,0.09,,72,,0,,0,,0,,0,,0,,0,,0.8,,0.64,,0.17,,6.5,,4.1,,10.5,,0,,0.2,,0.3,,0.3,,2,,2.3,,4,,51,,309,,11,,21,,185,,0.7,,0.3,,0.4,,0.04,,1.6,,49,,3,,0,,13,
9454,PORK CHUMP CHOPS STEAKS GRILLED LEAN ONLY NO BONE,F,100,25B,FALSE,FALSE,,1,250,,1,FALSE,64,,4.7,,6.25,,29.5,,6.8,,0,,179,,753,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.1,,2.44,,0.16,,1.37,,0.05,,86,,0,,0,,0,,0,,0,,0,,0.68,,0.95,,0.23,,9.2,,6.3,,15.5,,0,,0.3,,0.5,,0.4,,2,,3.4,,5,,63,,430,,15,,29,,260,,0.9,,0.4,,0.5,,0.04,,2.3,,60,,3,,0,,18,
9455,PORK CHUMP CHOPS STEAKS FRIED GRILLED LEAN+BONE,F,100,25B,FALSE,FALSE,,1,300,,1,FALSE,39.7,,2.9,,6.25,,18.3,,4.2,,0,,111,,467,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.3,,1.51,,0.1,,0.85,,0.03,,53,,0,,0,,0,,0,,0,,0,,0.42,,0.59,,0.14,,5.9,,3.7,,9.6,,0,,0.2,,0.3,,0.2,,1,,2.1,,3,,39,,267,,9,,18,,161,,0.6,,0.2,,0.3,,0.02,,1.4,,37,,2,,0,,13,
9456,PORK LEG STEAKS CHOPS GRILLED LEAN+FAT NO BONE,F,100,25B,FALSE,FALSE,,1,250,,1,FALSE,59.1,,5.2,,6.25,,32.4,,7.6,,0,,198,,833,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.66,,3.14,,0.11,,1.07,,0.05,,100,,0,,0,,0,,0,,0,,0,,0.88,,1.45,,0.27,,8.9,,6.7,,15.6,,0,,0,,0.7,,1,,8,,2.1,,5,,76,,462,,8,,32,,283,,1.1,,0.4,,0.6,,0.1,,2.7,,68,,5,,0.02,,20,
9457,PORK LEG CHOPS GRILLED/FRIED LEAN & FAT WITH BONE,F,100,25B,FALSE,FALSE,,1,300,,1,FALSE,52.6,,4.6,,6.25,,28.9,,6.8,,0,,176,,741,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.37,,2.79,,0.1,,0.95,,0.05,,89,,0,,0,,0,,0,,0,,0,,0.78,,1.29,,0.24,,7.9,,6,,13.9,,0,,0,,0.6,,0.8,,8,,1.9,,5,,67,,411,,7,,28,,252,,0.9,,0.4,,0.6,,0.09,,2.4,,60,,5,,0.02,,15,
9458,PORK LEG STEAKS CHOPS GRILLED LEAN ONLY NO BONE,F,100,25B,FALSE,FALSE,,1,250,,1,FALSE,61.5,,5.4,,6.25,,33.9,,3.7,,0,,169,,713,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.3,,1.42,,0.05,,0.53,,0.02,,99,,0,,0,,0,,0,,0,,0,,0.76,,1.55,,0.28,,9.5,,7,,16.5,,0,,0,,0.7,,1,,9,,2.2,,5,,76,,480,,8,,33,,295,,1.1,,0.4,,0.7,,0.1,,2.9,,67,,5,,0.02,,21,
9459,PORK LEG CHOPS GRILLED / FRIED LEAN WITH BONE,F,100,25B,FALSE,FALSE,,1,300,,1,FALSE,45.5,,4,,6.25,,25.1,,2.7,,0,,125,,528,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.96,,1.05,,0.04,,0.39,,0.01,,73,,0,,0,,0,,0,,0,,0,,0.56,,1.15,,0.21,,7,,5.2,,12.2,,0,,0,,0.5,,0.7,,7,,1.6,,4,,56,,355,,6,,24,,218,,0.8,,0.3,,0.5,,0.07,,2.1,,50,,4,,0.01,,16,Yes
9460,DICED PORK STEWED LEAN ONLY,F,100,25B,FALSE,FALSE,,1,400,,1,FALSE,62.2,,5.1,,6.25,,31.7,,6.4,,0,,184,,776,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.88,,2.25,,0.12,,1.47,,0.02,,93,,0,,0,,0,,0,,0,,0,,0.75,,0.48,,0.25,,4.2,,6.6,,10.8,,0,,0.1,,0.4,,0.7,,3,,0.9,,5,,37,,215,,12,,21,,180,,1.2,,0.5,,0.7,,0.13,,3.6,,39,,5,,0.02,,20,
9461,MINCED PORK STEWED LEAN + FAT,F,100,25B,FALSE,FALSE,,1,300,,1,FALSE,64.7,,3.9,,6.25,,24.4,,10.4,,0,,191,,800,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.9,,4.08,,0.17,,1.39,,0.08,,81,,0,,0,,0,,0,,0,,0,,0.93,,0.97,,0.22,,6.2,,4.4,,10.6,,0,,0,,0.2,,0.7,,2,,1.6,,4,,61,,315,,13,,21,,195,,1.4,,0.6,,0.8,,0.1,,3.5,,61,,3,,0.02,,15,
9462,FILLET (TENDERLOIN) GRILLED LEAN,F,100,25B,FALSE,FALSE,,1,250,,1,FALSE,61.8,,5.4,,6.25,,33.6,,4,,0,,170,,719,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.44,,1.35,,0.07,,0.67,,0.01,,89,,0,,0,,0,,0,,0,,0,,0.76,,1.58,,0.28,,10.5,,7,,17.5,,0,,0.1,,0.7,,0.9,,4,,2.2,,5,,67,,520,,9,,35,,315,,1.3,,0.5,,0.8,,0.14,,2.7,,67,,5,,0.02,,21,
9463,PORK SPARE RIBS BELLY GRILLED LEAN & FAT,F,100,25B,FALSE,FALSE,,1,400,,1,FALSE,50.5,,4.7,,6.25,,29.2,,19.5,,0,,292,,1218,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7.49,,8.05,,0.24,,2.15,,0.12,,113,,0,,0,,0,,0,,0,,0,,1.15,,0.73,,0.37,,7.1,,5.2,,12.3,,0,,0,,0.5,,0.8,,4,,1.9,,4,,140,,390,,30,,27,,235,,1.4,,0.6,,0.8,,0.08,,4,,125,,3,,0,,18,
9464,BACON RASHERS BACK NOT SMOKED GRILLED EXTRA TRIM,F,100,22B,FALSE,FALSE,,1,100,Code updated for NDNS rolling prog pilot study.  30/11/06 NK.,1,FALSE,56.2,,4.1,,6.25,,25.7,,12.3,,0,,214,,892,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4.64,,5.11,,0.18,,1.41,,0.05,,41,,0,,0,,0,,0,,0,,0,,0.7,,0.98,,0.17,,7.7,,4.7,,12.4,,0,,0.1,,0.5,,0.8,,0,,1.3,,5,,1100,,360,,8,,23,,210,,0.7,,0.3,,0.4,,0.07,,2.2,,1430,,8,,0.01,,13,
9465,BEEF STEW & DUMPLINGS FROZEN OR CHILLED READY MEAL,F,100,23A,FALSE,FALSE,Changed  to basic food code for NDNS Roll Prog Pilot Study Update 04/01/07 NK. Orig recipe: 962 (68) & 74 (32). Updated 5 products/4 brands NDNS RP yr 2 RS 03.06.09.,1,400,"Changed to Atomic Code & updated for NDNS rolling prog pilot study. 4/1/07 NK. Updated  (water, protein, fat, Na) NDNS RP yr 2 RS 03.06.09.",1,FALSE,78.7,,0.9,,7.76,,6.7,,3.6,,10.4,,98,,411,,0,,0.7,,0.8,,9.3,,1.1,,0,,1.1,,0.3,,0.2,,0.3,,0,,0,,0.2,,1.68,,1.4,,0.03,,0.09,,0.07,,27,,2,,1397,,416,Yes,1189,Yes,0,Yes,235,,0.28,,0.07,,0.08,,1.3,,1.6,,2.9,,0.5,,0.4,Yes,0.2,,0.7,,9,,0.2,,1,,240,,187,,32,,12,,113,,1.1,,0.3,,0.8,,0.05,,2.2,,290,,12,,0.12,,3,Yes
9468,PLANTAIN FRIED IN BLENDED VEG OIL,R,100,37M,FALSE,FALSE,,1,300,,1,FALSE,55.6,,0.2,,7.65,,1.3,,5.9,,35.1,,190,,803,,0,,1.6,,2.7,,28.3,,6.8,,0,,6.8,,1,,1.1,,4.8,,0,,0,,0,,0.7,,2.96,,0.41,,1.55,,0,,0,,0,,430,,351,,254,,0,,72,,0,,0.12,,0.06,,0.8,,0.2,,1.1,,14.3,,1.5,,0.4,,0,,26,,0.4,,0,Yes,5,,597,,11,,44,,43,,0.6,,0,,0.6,,0.1,,0.1,,96,,10,Yes,0.62,,2,
9469,PLANTAIN FRIED IN PUFA OIL,R,100,37M,FALSE,TRUE,,1,300,,1,FALSE,29,,0.3,,12.23,,2.1,,9.5,,56.2,,304,,1285,,0,,2.5,,,,45.3,,10.9,,0,,10.9,,1.5,,1.7,,7.6,,0,,0,,0,,1.33,,2.13,,0.32,,5.32,,0,,0,,0,,688,,562,,407,,0,,115,,0,,0.19,,0.1,,1.3,,0.4,,1.7,,22.9,,2.8,,0.6,,0,,42,,0.6,,0,Yes,8,,955,,17,,71,,69,,1,,0,,1,,0.15,,0.2,,153,,15,Yes,0.99,,4,
9470,PLANTAIN FRIED IN RED PALM OIL,R,100,37M,FALSE,TRUE,,1,300,,1,FALSE,29,,0.3,,12.23,,2.1,,9.5,,56.2,,304,,1285,,0,,2.5,,4.4,,45.3,,10.9,,0,,10.9,,1.5,,1.7,,7.6,,0,,0,,0,,4.12,,3.71,,0.1,,1.12,,0,,0,,0,,4433,,2702,,3082,,0,,739,,0,,0.19,,0.1,,1.3,,0.4,,1.7,,22.9,,3.3,,0.6,,0,,42,,0.6,,0,Yes,8,,955,,17,,71,,69,,1,,0,,1,,0.15,,0.2,,153,,16,Yes,0.99,,4,
9471,PLANTAIN RAW,F,100,36B,FALSE,FALSE,,1,1,,1,FALSE,67.5,,0.2,,6.11,,1.1,,0.3,,29.4,,117,,500,,0,,1.3,,2.3,,23.7,,5.7,,0,,5.7,,0.8,,0.9,,4,,0,,0,,0,,0.04,,0,,0.04,,0.21,,0,,0,,0,,360,,294,,213,,0,,60,,0,,0.1,,0.05,,0.7,,0.2,,0.9,,15,,0.2,,0.3,,0,,22,,0.3,,0,Yes,4,,500,,9,,37,,36,,0.5,,0,,0.5,,0.08,,0.1,,80,,8,Yes,0.52,,2,
9472,DIGESTIVES HALF COATED IN CHOCOLATE REDUCED FAT,F,100,7A,FALSE,TRUE,For RP Yr2 - based on a recipe of 76% 8989 and 24% 2254.,1,60,Updated for the NDNS RP Yr1. MS. (March 08) Updated for the NDNS RP Yr2 (MS) 29/06/09 using N10039 analytical data/ sample 6. Updated Biotin and iodine 08/04/10 EF for NDNS RP yr2,1,FALSE,2.7,,1.2,,5.83,,6.9,,17.6,,71.2,,453,,1908,,0,,2.2,,3.5,Yes,41.4,,29.7,,26,,3.8,,0.7,,0,,26.6,,0,,2.4,,0,,7.61,,7.26,,0.08,,1.59,,0.1,,7,,6,,3,,0,,3,,0,,6,,0,,0.11,,0.13,,1.5,Yes,1.5,Yes,3,Yes,0,,4.1,Yes,0.1,Yes,0.1,,11,Yes,0.5,Yes,4,,378,,239,,129,,35,,147,,1.9,,0,,1.9,,0.19,,0.9,,274,Yes,7,,0.74,,4,Yes
9473,"BISCUITS AND COOKIES REDUCED FAT, SWEET OR SEMI-SWEET, NOT CHOCOLATE",F,100,7A,FALSE,FALSE,"Manufacturers data; 3 brands, 6 products",1,60,"Updated and changed name for the NDNS RP Yr1. MS. (March 08) Trans updated, MD, Nov09. Updated Biotin and iodine 08/04/10 EF for NDNS RP yr2",1,FALSE,2.6,,1.1,,5.74,,6.5,,13.5,,76.1,,433,,1827,,0,,3.3,,2.5,,52.1,,24,,23,,1,,1.3,,0,,22.7,,0,,0,,0,,5,,4.7,,0.17,,1.15,,0.01,,10,,0,,0,,0,,0,,0,,0,,0,,0.16,,0.04,,0.9,,1.3,,2.2,,0,,0.6,,0.1,,0,,13,,0.1,,4,,300,,110,,87,,15,,85,,1.8,,0,,1.8,,0.11,,0.6,,400,,0,,0.45,,2,Yes
9474,FRUIT SUGAR; FRUCTOSE EG. FRUISANA,F,100,41A,FALSE,FALSE,,1,30,,1,FALSE,0,,0,,0,,0,,0,,100,,375,,1600,,0,,0,,0,,0,,100,,100,,0,,0,,100,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,Yes
9477,LAMB KORMA WITH CREAM/COCONUT SAUCE NO RICE,R,100,24B,FALSE,TRUE,,1,400,,1,FALSE,72.3,,2,,7.47,,12.6,,7.9,,4.8,Yes,139,,584,,0,,0.5,Yes,,Yes,1.4,Yes,3.5,Yes,0.1,,3.3,,0.5,Yes,0.2,Yes,1,Yes,0,,1.3,,0.4,Yes,3.05,Yes,2.87,Yes,0.22,Yes,0.84,Yes,0.29,Yes,43,,15,,61,,0,Yes,61,Yes,0,Yes,25,,0.21,,0.11,Yes,0.2,,3.3,,2.7,,5.5,Yes,1.9,,0.9,Yes,0.2,Yes,1.2,,7,,0.7,Yes,2,Yes,216,,297,,80,,24,,164,,1.2,,0.3,,0.9,,0.08,,1.6,,345,Yes,18,Yes,0.08,,2,Yes
9478,LAMB BIRYANI/PILAU WITH RICE,R,100,24B,FALSE,FALSE,,1,400,,1,FALSE,68.4,,1.1,,7.48,,6.8,,2.6,,20.8,Yes,129,,546,,0,,0.9,Yes,1.3,Yes,18.8,Yes,2,Yes,0,,2,,0.7,Yes,0.5,Yes,0.6,Yes,0,,0,,0.4,Yes,0.96,Yes,0.83,Yes,0.08,Yes,0.37,Yes,0.12,Yes,17,,4,,101,,0,Yes,100,Yes,2,Yes,20,,0.09,,0.08,Yes,0.06,,1.8,,1.6,,3,Yes,2.2,,0.3,Yes,0.1,Yes,0.4,,8,Yes,0.3,Yes,1,Yes,114,,191,,34,,19,,92,,1.5,,0.1,,1.4,,0.1,Yes,1,,187,Yes,5,Yes,0.34,Yes,4,Yes
9480,CHEESE SAUCE MADE WITH S/SKIMMED MILK MADE UP PKT.,R,100,50R,FALSE,FALSE,,1,150,,1,FALSE,78.9,,0.9,,7,,5.5,,3.8,,8.7,,89,,375,,0,,0.3,Yes,,Yes,3.9,,4.8,,0,,4.8,,0,,0,,0,,0,,4.8,,0,,2.4,,0.88,,0.03,,0.1,,0.17,,14,Yes,33,,25,,0,,25,,0,,37,,0.06,,0.04,,0.3,,0.2,,1.1,,1.3,,2,,0.3,,0.1,,0.9,,13,,0.8,Yes,3,Yes,450,,190,,166,,14,,175,,0.1,,0,,0.1,,0,,0.7,,638,,28,Yes,0.03,,2,Yes
9481,CHEESE SAUCE MADE WITH SKIMMED MILK MADE UP PKT,R,100,50R,FALSE,FALSE,,1,150,,1,FALSE,80.3,,0.9,,7,,5.6,,2.4,,9.2,,79,,332,,0,,0.3,Yes,0.4,Yes,3.9,,5.3,,0,,5.3,,0,,0,,0,,0,,5.3,,0,,1.51,,0.57,,0.02,,0.06,,0.11,,12,Yes,16,,21,,0,Yes,21,,0,Yes,19,,0.06,,0.04,,0.29,,0.2,,1.1,,1.3,,1.9,,0.2,,0.1,,1,,18,,0.5,Yes,3,Yes,452,,197,,171,,15,,176,,0.1,,0,,0.1,,0,,0.8,,639,,33,Yes,0.04,,3,Yes
9482,STEWING STEAK RAW LEAN ONLY,F,100,23B,FALSE,FALSE,,1,1,,1,FALSE,73.4,,3.6,,6.25,,22.6,,3.5,,0,,122,,514,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.4,,1.48,,0.06,,0.1,,0.11,,67,,0,,0,,0,,0,,0,,0,,0.8,,0.07,,0.27,,4.2,,4.5,,8.8,,0,,0.2,,0.5,,2.4,,5,,0.7,,1,,69,,360,,5,,21,,190,,2.1,,0.8,,1.3,,0.04,,5.7,,69,,13,,0,,7,
9483,BRAISING STEAK CHUCK STEAK RAW LEAN+FAT,F,100,23B,FALSE,FALSE,,1,1,,1,FALSE,70.1,,3.3,,6.25,,20.9,,8.6,,0,,161,,673,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.84,,3.37,,0.07,,0.23,,0.4,,63,,0,,0,,0,,0,,0,,0,,0.46,,0.07,,0.27,,3.9,,4.3,,8.3,,0,,0.1,,0.4,,1.9,,53,,0.6,,1,,61,,301,,5,,19,,181,,1.4,,0.6,,0.9,,0,,5.6,,52,,16,,0,,7,
