Food Code,Name,Food Category,Base Value,Sub Group Code,Validation Error,Validation Overridden,Description,Dilution,Max Weight,Comment,Edible Portion,Deleted Food Flag,Water,Estimate,Total nitrogen,Estimate,Nitrogen conversion factor,Estimate,Protein,Estimate,Fat,Estimate,Carbohydrate,Estimate,Energy (kcal),Estimate,Energy (kJ),Estimate,Alcohol,Estimate,Englyst fibre,Estimate,Southgate fibre,Estimate,Starch,Estimate,Total sugars,Estimate,Non-milk extrinsic sugars,Estimate,Intrinsic and milk sugars,Estimate,Glucose,Estimate,Fructose,Estimate,Sucrose,Estimate,Maltose,Estimate,Lactose,Estimate,Other sugars,Estimate,Satd FA,Estimate,Cis-Mon FA,Estimate,Cis-n3 FA,Estimate,Cis-n6 FA,Estimate,Trans FA,Estimate,Cholesterol,Estimate,Retinol,Estimate,Total carotene,Estimate,Alpha-carotene,Estimate,Beta-carotene,Estimate,Beta cryptoxanthin,Estimate,Vitamin A,Estimate,Vitamin D,Estimate,Thiamin,Estimate,Riboflavin,Estimate,Niacin,Estimate,Tryptophan/60,Estimate,Niacin equivalent,Estimate,Vitamin C,Estimate,Vitamin E,Estimate,Vitamin B6,Estimate,Vitamin B12,Estimate,Folate,Estimate,Pantothenic acid,Estimate,Biotin,Estimate,Sodium,Estimate,Potassium,Estimate,Calcium,Estimate,Magnesium,Estimate,Phosphorus,Estimate,Iron,Estimate,Haem iron,Estimate,Non-haem iron,Estimate,Copper,Estimate,Zinc,Estimate,Chloride,Estimate,Iodine,Estimate,Manganese,Estimate,Selenium,Estimate
9394,VEGETABLE PUREE,F,100,50R,FALSE,FALSE,,1,40,IMS 100% EF 20/08/10,1,FALSE,70.9,,0.6,,6.25,,3.6,,4.4,,4.3,,70,,293,,0,,2.8,Yes,2.8,Yes,0.2,,4.1,,0,Yes,4.1,Yes,0.4,,3.4,,0.3,,0,,0,,0,,0.69,,2.98,,0.04,,0.5,,0,,0,,0,,4680,,0,Yes,4680,,0,Yes,780,,0,,0,,0.02,,0.7,,0.3,,1,,2.7,,5.4,Yes,0,,0,,10,,1,Yes,6,Yes,1200,,1120,,39,,33,,70,,1,,0,,1,,0.4,,0.4,,620,,0,,0.25,,1,Yes
9395,GARLIC PUREE,F,100,50R,FALSE,FALSE,,1,40,NMES/IMS amended 24/06/10 EF - IMS 100% EF 20/08/10,1,FALSE,38.8,,0.6,,6.25,,3.5,,33.6,,16.9,,380,,1573,,0,,2.7,,2.9,,0,,16.9,,0,,16.9,,6.4,,6.8,,3.7,,0,,0,,0,,2.89,,16.37,,2.57,,9.63,,0.32,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.1,,0.1,,0.8,,0.9,,0,,0,,0.3,,0,,3,,0.1,,1,,2740,,299,,26,,17,,74,,1.1,,0,,1.1,,0.07,,0.4,,4570,,2,,0.17,,2,
9396,REDCURRANT JELLY PURCHASED,F,100,41B,FALSE,FALSE,,1,30,,1,FALSE,30.8,,0,,6.25,,0.3,,0,,63.8,,239,,1026,,0,,0,,0,,0,,63.8,,63.8,,0,,21.4,,21.4,,21,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,,0.02,Yes,0.02,Yes,0.1,,0.1,,0.2,Yes,0,,0,Yes,0,Yes,0,,0,Yes,0,Yes,0,Yes,10,,123,,5,,2,,8,,0.3,,0,,0.3,,0.05,,0.1,,40,,0,Yes,0.07,,1,Yes
9397,CHILLI SAUCE,F,100,50R,FALSE,FALSE,,1,40,,1,FALSE,71.7,,0.2,,6.25,,1.3,,0.8,,17.7,,79,,335,,0,,1.1,,1.1,,0.4,,17.3,,15.8,Yes,1.5,Yes,7.8,,9.5,,0,,0,,0,,0,,0.1,Yes,0.05,Yes,0.1,Yes,0.4,Yes,0,Yes,0,,0,,570,,22,Yes,467,Yes,182,Yes,95,,0,,0.01,,0.09,,0.6,,0.3,,0.9,,8,,2,,0.1,,0,,10,,0.2,,1,,2620,,140,,17,,15,,28,,2.8,,0,,2.8,,0.07,,0.1,,3700,,2,,0.17,,0,Yes
9398,HOT PEPPER SAUCE,F,100,50R,FALSE,FALSE,,1,40,,1,FALSE,87.3,,0.3,,6.25,,1.6,,1.5,,1.7,,26,,110,,0,,0,,0,,0.8,,0.9,,0.9,Yes,0,Yes,0.4,,0.5,,0,,0,,0,,0,,0.18,,0.09,,0.18,,0.75,,0,,0,,0,,2053,Yes,82,Yes,1683,Yes,657,Yes,342,Yes,0,,0.06,Yes,0.07,Yes,0.8,,0.5,,1.3,Yes,0,,0.4,Yes,0.1,Yes,0,,11,Yes,0,Yes,0,Yes,1520,,220,,25,,26,,32,,2.4,,0,,2.4,,0.1,,0.2,,1780,,0,Yes,0.14,,0,Yes
9399,SALAD DRESSING FAT-FREE PURCHASED,F,100,50R,FALSE,FALSE,,1,50,Code updated for NDNS rolling prog pilot study.  18/12/06 NK..,1,FALSE,79.5,,0.1,,5.71,,0.8,,1.2,,11.3,,56,,239,,0,,0,,0,,3.8,,7.5,,7.5,,0,,2.4,,1.4,,3.7,,0,,0,,0,,0.17,,0.35,,0.07,,0.53,,0.02,,1,,1,,26,,0,,26,,0,,5,,0.01,,0.02,,0.04,,0.2,,0.2,,0.4,,0,,0.3,,0,,0.4,,3,,0.3,,4,,470,,48,,22,,6,,41,,0.4,,0,,0.4,,0.02,,0.2,,750,,19,,0.01,,0,
9400,BLACK BEAN SAUCE,F,100,50R,FALSE,FALSE,,1,150,Updated Na and Cl for NDNS rp yr4 EF 07.11.12,1,FALSE,70.8,,1.1,,6.25,,7.1,,2.1,,12.2,,93,,394,,0,,2,,2,,1.1,,11.1,,10.1,Yes,1.1,,2.1,,2.6,,6.4,,0,,0,,0,,0.26,Yes,0.52,Yes,0.03,Yes,1.18,Yes,0,Yes,0,,0,,7,Yes,0,Yes,7,Yes,1,Yes,1,Yes,0,,1.42,,0.1,,0.4,,1.1,,1.5,,0,,0,Yes,0.1,Yes,0,,120,Yes,0.2,Yes,4,Yes,800,Yes,151,,86,,46,,84,,5.7,,0,,5.7,,0.2,,0.7,,1800,Yes,0,Yes,0.5,,0,Yes
9401,CHOCOLATE CAKE COVERING,F,100,41R,FALSE,TRUE,,1,40,,1,FALSE,0.3,,0.8,,6.25,,4.8,,34.8,,57.8,,549,,2294,,0,,0.8,Yes,0.8,Yes,1.9,,55.9,,55.9,,0,,0,,0,,55.9,,0,,0,,0,,28,,3.8,,0,,0.6,,0.8,,0,,25,Yes,11,Yes,0,Yes,11,Yes,0,Yes,27,Yes,0,,0.07,Yes,0.49,Yes,0.4,,2.3,,2.7,Yes,0,,0.5,Yes,0,Yes,0,,11,Yes,0.7,Yes,4,Yes,130,,390,Yes,220,Yes,50,Yes,220,Yes,1.4,Yes,0,,1.4,Yes,0.24,Yes,1.1,Yes,290,,30,Yes,0.22,Yes,4,Yes
9402,PORK CRACKLING COOKED,F,100,25B,FALSE,FALSE,,1,100,,1,FALSE,16.9,,5.8,,6.25,,36.2,,45,,0,,550,,2280,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,15.27,,19.33,,0.99,,6.85,,0.28,,107,,0,,0,,0,,0,,0,,0,,2.31,,0.45,,0.23,,4.3,,1.7,,6,,0,,0.1,,0.2,,0.4,,2,,0.9,,9,,78,,274,,10,,16,,154,,0.6,,0.3,,0.4,,0.05,,1.1,,74,,5,,0,,9,
9403,VENISON STEWED MEAT ONLY,R,100,32B,FALSE,FALSE,,1,250,,1,FALSE,71.2,,4,,7.02,,24.9,,1.8,,0,,116,,491,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.9,,0.34,,0.11,,0.22,,0.11,,56,,6,,1,,0,,1,,0,,6,,0.56,Yes,0.2,,0.22,,5.2,,6.1,,10.1,,0,,0.1,,0.2,,0.4,,7,Yes,1.1,Yes,2,Yes,62,,382,,6,,28,,236,,3.7,,1.5,,2.2,,0.24,,2.7,,72,,7,Yes,0.03,,10,
9404,DUCK RAW NO FAT OR SKIN,F,100,32B,FALSE,FALSE,,1,1,,1,FALSE,74.8,,3.2,,6.25,,19.7,,6.5,,0,,137,,575,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.9,,3,,0.1,,0.8,,0.1,,110,,24,,0,,0,,0,,0,,24,,0.1,Yes,0.36,,0.45,,5.3,,4.2,,9.5,,0,,0,,0.3,,3,,25,,1.6,,6,,110,,290,,12,,19,,200,,2.4,,1,,1.4,,0.34,,1.9,,98,,6,,0,,22,
9405,DUCK BRAISED MEAT ONLY,R,100,32B,FALSE,FALSE,,1,250,,1,FALSE,66.4,,3.6,,6.25,,22.4,,9.2,,0,,173,,722,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.92,,4.61,,0.09,,1.06,,0.09,,102,,21,,0,,0,,0,,0,,21,,0.09,Yes,0.23,,0.42,,4.5,,4.8,,9.3,,0,,0,,0.3,,2.7,,9,,1.3,,4,,85,,239,,12,,18,,177,,2.4,,1,,1.4,,0.27,,2.3,,85,,5,Yes,0,,19,Yes
9406,PHEASANT STEWED MEAT ONLY NO BONES,F,100,32B,FALSE,FALSE,,1,350,,1,FALSE,56.4,,4.5,,6.25,,28,,15.6,,0,,252,,1053,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5.1,,7,,0.1,,1.7,,0.1,,73,,0,,0,,0,,0,,0,,0,,0.2,Yes,0.02,,0.29,,9.2,,6,,15.1,,0,,0.1,,0.6,,2.5,,20,,1.5,Yes,4,Yes,66,,360,,28,,26,,220,,2.2,,0.9,,1.3,,0.1,,1.3,,170,,5,Yes,0.02,,14,Yes
9407,SPREADABLE BUTTER (75-80% FAT),F,100,17R,FALSE,TRUE,"RP1 upd manu data; 7 prod. Upd on 7 prod/br Yeo Valey organic, Anchor, Tesco, Cuntry Life, Lurpak, Sains, Asda RP2 RS 5/6/09. Upd macro for RP3 - Bsed on trns srvey 64 SD 24/6/10. See HO 12/04/12",1,30,"Code upd ndb upd 050401. MF M&W6 352.RP1 upd GH. Amd namemacro, nrgy, sugars, fatty acds. Upd h20 fat, faty acds, Na RP2 RS 5609. Upd RP3 SD 24610 trns srvy nrgy Protn CHO profle, fat/fa Micrs upd Phs2 NDNSRPY4 usd dta Trn anl svy smp 64 HO.12.04.12",1,FALSE,18.7,,0.1,,6.38,,0.4,,79.1,,0.5,,715,,2941,,0,,0,,0,,0,,0.5,,0,,0.5,,0,,0,,0,,0,,0.5,,0,,34.15,,28.17,,2.55,,7.45,,1.38,,153,,521,,243,,0,,243,,0,,562,,0,,0,,0.02,,0,,0.1,,0.1,,0,,10.5,,0,,0.1,,0,,0,,0,,484,,16,,11,,1,,12,,0,,0,,0,,0,,0.1,,720,,4,,0,,0,
9408,OLD CODE DO NOT USE; REDUCED FAT SPREAD 70-80% FAT MUFA,F,100,21B,FALSE,FALSE,,1,30,"Code revised for ndb update 5/4/01 MF. M&W6 360 FA supp 180
NDNS RP Yr 1 update GH. Cannot delete as used as an ingredient in deleted recipes. Amended name instead (March 08).",1,FALSE,22,,0.1,,6.25,,0.4,,70,,0,,632,,2597,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9.44,,31.63,,3.54,,11.23,,10.45,,86,,303,Yes,387,,0,,387,Yes,0,,368,Yes,4.9,Yes,0,,0,,0,,0.1,,0.1,,0,,6.9,Yes,0,,0,,0,,0,,0,,1060,,43,,14,,2,,18,,0,,0,,0,,0,,0,,1270,,27,,0,,0,
9410,SMOKED BACON BACK XTRA TRIM GRILLED OR DRY FRIED,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,56.2,,4.1,,6.25,,25.7,,12.3,,0,,214,,892,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4.64,,5.11,,0.18,,1.41,,0.05,,41,,0,,0,,0,,0,,0,,0,,0.7,,0.98,,0.17,,7.7,,4.7,,12.4,,0,,0.1,,0.5,,0.8,,0,,1.3,,5,,1100,,360,,8,,23,,210,,0.7,,0.3,,0.4,,0.07,,2.2,,1430,,8,,0.01,,13,
9411,SMOKEMOKED BACON GRILLED OR DRY FRIED RED SALT/FAT,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,51.6,,3.9,,6.25,,24.1,,20.6,,0,,282,,1172,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7.77,,8.57,,0.3,,2.35,,0.08,,68,,0,,0,,0,,0,,0,,0,,0.6,,0.92,,0.16,,7.2,,4.4,,11.6,,0,,0.1,,0.5,,0.8,,0,,1.3,,5,,1000,,340,,7,,22,,200,,0.7,,0.3,,0.4,,0.09,,2.1,,1330,,7,,0.01,,13,
9412,BACON RASHERS RED FAT+SALT NOT SMOKED GRILLED,F,100,22B,FALSE,FALSE,,1,100,Code updated for NDNS rolling prog pilot study.  30/11/06 NK.,1,FALSE,51.6,,3.9,,6.25,,24.1,,20.6,,0,,282,,1172,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,7.77,,8.57,,0.3,,2.35,,0.08,,68,,0,,0,,0,,0,,0,,0,,0.6,,0.92,,0.16,,7.2,,4.4,,11.6,,0,,0.1,,0.5,,0.8,,0,,1.3,,5,,1000,,340,,7,,22,,200,,0.7,,0.3,,0.4,,0.09,,2.1,,1330,,7,,0.01,,13,
9413,BACON STEAKS CHOPS LOIN NOT SMOKED GRILLED,F,100,22B,FALSE,TRUE,,1,250,,1,FALSE,60.6,,4.1,,6.25,,25.9,,9.7,,0,,191,,799,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.52,,4.04,,0.15,,1.2,,0.04,,69,,0,,0,,0,,0,,0,,0,,0.7,,1.19,,1.13,,7.8,,4.8,,12.6,,0,,0.1,,0.6,,0.5,,1,,1.3,,5,,1475,,370,,6,,23,,215,,0.6,,0.2,,0.4,,0.07,,1.9,,2520,,8,,0.01,,13,
9414,SMOKED BACON STEAKS/CHOPS,R,100,22B,FALSE,TRUE,,1,250,,1,FALSE,60.6,,4.1,,6.25,,25.9,,9.7,,0,,191,,799,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.52,,4.04,,0.15,,1.2,,0.04,,69,,0,,0,,0,,0,,0,,0,,0.7,,1.19,,1.13,,7.8,,4.8,,12.6,,0,,0.1,,0.6,,0.5,,1,,1.3,,5,,1475,,370,,6,,23,,215,,0.6,,0.2,,0.4,,0.07,,1.9,,2520,,8,,0.01,,13,
9415,BEEF BRISKET BOILED LEAN ONLY,F,100,23B,FALSE,FALSE,,1,250,,1,FALSE,57.2,,5,,6.25,,31.4,,11,,0,,225,,941,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4.58,,4.59,,0.11,,0.2,,0.5,,77,,4,,8,,0,,8,,0,,5,,0.7,,0.04,,0.22,,4.3,,7,,11.3,,0,,0,,0.2,,2.5,,14,,0.5,,2,,50,,245,,9,,21,,195,,2.2,,0.9,,1.3,,0,,6.6,,56,,10,,0.02,,10,
9416,BEEF BRAISING STEAK BRAISED LEAN & FAT,F,100,23B,FALSE,FALSE,,1,250,,1,FALSE,53.1,,5.3,,6.25,,32.9,,12.7,,0,,246,,1028,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5.62,,4.91,,0.06,,0.58,,0.55,,102,,4,,7,,0,,7,,0,,5,,0.68,,0.05,,0.26,,4.9,,7.5,,12.3,,0,,0,,0.3,,3,,52,,0.6,,2,,60,,330,,8,,22,,211,,2.6,,1,,1.5,,0,,8.7,,61,,15,,0,,10,
9417,BEEF BRAISING CHUCK STEAK BRAISED LEAN ONLY,F,100,23B,FALSE,FALSE,,1,250,,1,FALSE,55.5,,5.5,,6.25,,34.4,,9.7,,0,,225,,944,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4.13,,3.78,,0.04,,0.53,,0.37,,100,,4,,8,,0,,8,,0,,5,,0.75,,0.05,,0.26,,5.2,,8,,13.3,,0,,0,,0.3,,3.1,,54,,0.5,,2,,62,,340,,8,,23,,220,,2.7,,1.1,,1.6,,0,,9.5,,62,,15,,0,,11,
9418,BEEF FILLET STEAK FRIED LEAN ONLY,F,100,23B,FALSE,FALSE,NB no added fat on frying,1,250,,1,FALSE,61.9,,4.5,,6.25,,28,,8.9,,0,,192,,804,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4.12,,3.78,,0.06,,0.17,,0.34,,83,,4,,8,,0,,8,,0,,5,,0.58,,0.12,,0.25,,6.2,,6.3,,12.5,,0,,0.2,,0.6,,2.3,,17,,0.8,,2,,67,,386,,6,,27,,232,,2.3,,0.9,,1.4,,0.04,,5,,56,,10,,0.02,,9,
9419,BEEF FILLET STEAK GRILLED LEAN ONLY,F,100,23B,FALSE,FALSE,,1,250,,1,FALSE,61.6,,4.6,,6.25,,28.7,,9.5,,0,,200,,838,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4.47,,3.51,,0.12,,0.3,,0.31,,72,,4,,8,,0,,8,,0,,5,,0.63,,0.12,,0.26,,6.3,,6.4,,12.6,,0,,0.1,,0.6,,2.3,,17,,0.8,,2,,69,,394,,6,,27,,241,,2.3,,0.9,,1.4,,0.04,,5.1,,57,,11,,0.02,,10,
9420,BEEF FLANK TOP RUMP POT-ROAST BRAISED LEAN+FAT,F,100,23B,FALSE,FALSE,,1,250,,1,FALSE,48.9,,4.5,,6.25,,28,,22.9,,0,,318,,1324,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9.91,,9.9,,0.14,,0.43,,0.95,,90,,3,,6,,0,,6,,0,,4,,0.55,,0.04,,0.18,,2.7,,6.2,,8.9,,0,,0.1,,0.2,,2.3,,18,,0.5,,2,,47,,235,,7,,18,,166,,1.8,,0.7,,1.1,,0,,5.7,,49,,11,,0.02,,8,
9421,BEEF FLANK TOP RUMP POT-ROAST BRAISED LEAN,F,100,23B,FALSE,FALSE,,1,250,,1,FALSE,53.7,,5.1,,6.25,,31.8,,14,,0,,253,,1059,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5.68,,6.09,,0.11,,0.33,,0.53,,91,,4,,8,,0,,8,,0,,5,,0.7,,0.04,,0.19,,3,,7.1,,10.1,,0,,0,,0.2,,2.5,,16,,0.5,,2,,51,,250,,7,,20,,185,,2.1,,0.8,,1.3,,0,,6.9,,53,,10,,0.02,,10,
9422,SILVERSIDE NOT SALTED POT-ROASTED BRAISED LEAN+FAT,F,100,23B,FALSE,FALSE,,1,250,,1,FALSE,54,,5,,6.25,,31,,13.7,,0,,247,,1033,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5.92,,5.91,,0.08,,0.3,,0.52,,92,,3,,7,,0,,7,,0,,4,,0.64,,0.15,,0.24,,4.5,,6.5,,11,,0,,0.1,,0.3,,1.9,,9,,0.5,,2,,54,,294,,5,,21,,197,,2.5,,1,,1.5,,0.07,,4.6,,44,,16,,0.02,,10,
9423,SILVERSIDE NOT SALTED POT-ROASTED BRAISED LEAN,F,100,23B,FALSE,FALSE,,1,250,,1,FALSE,58.9,,5.4,,6.25,,34,,6.3,,0,,193,,811,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2.5,,2.77,,0.05,,0.21,,0.17,,93,,4,,8,,0,,8,,0,,5,,0.75,,0.17,,0.26,,5,,7.4,,12.4,,0,,0.1,,0.3,,2,,7,,0.4,,2,,58,,315,,5,,23,,215,,2.8,,1.1,,1.7,,0.08,,5.2,,45,,17,,0.02,,11,
9424,SIRLOIN STEAK FRIED LEAN+FAT,F,100,23B,FALSE,FALSE,,1,250,,1,FALSE,57.8,,4.4,,6.25,,27.4,,14.3,,0,,238,,993,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5.21,,4.74,,0.11,,0.36,,0.48,,89,,3,,7,,0,,7,,0,,4,,0.54,,0.11,,0.26,,5.5,,5.6,,11.1,,0,,0.2,,0.5,,2.3,,19,,0.8,,2,,65,,372,,6,,25,,224,,2.2,,0.9,,1.3,,0.04,,4.7,,57,,12,,0.02,,9,
9425,SIRLOIN STEAK FRIED LEAN ONLY,F,100,23B,FALSE,FALSE,,1,250,,1,FALSE,61.8,,4.6,,6.25,,28.8,,8.2,,0,,189,,793,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4.02,,3.69,,0.06,,0.16,,0.23,,82,,4,,8,,0,,8,,0,,5,,0.65,,0.12,,0.26,,6.3,,6.5,,12.8,,0,,0.2,,0.6,,2.3,,17,,0.9,,2,,69,,395,,6,,27,,240,,2.3,,0.9,,1.4,,0.04,,5.2,,58,,11,,0.02,,10,
9426,SIRLOIN STEAK GRILLED LEAN+FAT,F,100,23B,FALSE,FALSE,,1,250,,1,FALSE,60.1,,4,,6.25,,25.3,,12.8,,0,,217,,906,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5.84,,5.33,,0.08,,0.23,,0.47,,71,,4,,11,,0,,11,,0,,6,,0.39,,0.07,,0.16,,5.7,,5.7,,11.4,,0,,0,,0.5,,1.6,,15,,0.6,,2,,62,,345,,7,,23,,202,,1.4,,0.5,,0.8,,0,,4,,55,,13,,0,,10,
9427,SIRLOIN STEAK GRILLED LEAN ONLY,F,100,23B,FALSE,FALSE,,1,250,,1,FALSE,63.9,,4.3,,6.25,,26.6,,7.7,,0,,176,,737,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.45,,3.15,,0.06,,0.14,,0.24,,67,,4,,12,,0,,12,,0,,6,,0.45,,0.07,,0.16,,6.3,,6.3,,12.6,,0,,0,,0.6,,1.6,,14,,0.6,,2,,65,,365,,7,,24,,215,,1.4,,0.6,,0.8,,0,,4.3,,57,,13,,0,,11,
9428,VEAL MINCE STEWED FAT NOT SKIMMED,F,100,23B,FALSE,FALSE,,1,300,,1,FALSE,63.7,,4.2,,6.25,,26.3,,11.1,,0,,205,,858,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4.68,,4.36,,0.04,,0.63,,0.44,,80,,4,,8,,0,,8,,0,,5,,1.5,,0.23,,0.18,,4.9,,4.8,,9.7,,0,,0.2,,0.3,,2.9,,15,,0.6,,2,,74,,285,,16,,21,,205,,1.1,,0.4,,0.7,,0,,3.9,,75,,8,,0.02,,9,
9429,LAMB HALF LEG KNUCKLE / SHANK END ROAST LEAN & FAT,F,100,24B,FALSE,FALSE,,1,250,,1,FALSE,58.1,,4.5,,6.25,,28.1,,13.8,,0,,237,,989,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.71,,3.71,,0.24,,0.57,,1.17,,108,,3,,0,,0,,0,,0,,3,,0.63,,0.11,,0.23,,5.8,,5.7,,11.5,,0,,0,,0.3,,2.6,,3,,1.3,,2,,60,,299,,11,,24,,202,,2,,0.8,,1.2,,0.1,,4.3,,74,,6,,0.01,,4,
9430,LAMB HALF LEG FILLET END ROASTED LEAN & FAT,F,100,24B,FALSE,FALSE,,1,250,,1,FALSE,56.9,,4.1,,6.25,,25.6,,17.1,,0,,257,,1069,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8.34,,4.6,,0.3,,0.7,,1.45,,108,,5,,0,,0,,0,,0,,5,,0.63,,0.13,,0.27,,5.8,,5.7,,11.5,,0,,0.1,,0.3,,2.4,,3,,1.2,,2,,62,,298,,10,,23,,200,,1.9,,0.7,,1.1,,0.09,,4,,69,,6,,0.01,,4,
9431,LAMB LEG CHOPS / STEAKS GRILLED / FRIED LEAN & FAT,F,100,24B,FALSE,FALSE,,1,250,,1,FALSE,59.4,,4.5,,6.25,,28.3,,12,,0,,221,,925,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5.85,,3.23,,0.21,,0.49,,1.02,,108,,2,,0,,0,,0,,0,,2,,0.64,,0.2,,0.27,,7.7,,5.7,,13.4,,0,,0.1,,0.3,,2.6,,3,,1.4,,2,,71,,406,,20,,28,,254,,2.1,,0.9,,1.3,,0.11,,4.5,,73,,6,,0.02,,4,
9432,LAMB LEG CHOPS / STEAKS GRILLED / FRIED LEAN ONLY,F,100,24B,FALSE,FALSE,,1,250,,1,FALSE,61.5,,4.7,,6.25,,29.2,,9,,0,,198,,829,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4.39,,2.41,,0.16,,0.37,,0.77,,110,,0,,0,,0,,0,,0,,0,,0.65,,0.21,,0.28,,8.1,,6.1,,14.2,,0,,0.1,,0.3,,2.7,,4,,1.4,,3,,70,,415,,20,,29,,260,,2.2,,0.9,,1.3,,0.11,,4.7,,73,,6,,0.02,,4,
9433,LAMB LOIN JOINT ROAST LEAN+FAT,F,100,24B,FALSE,FALSE,,1,250,,1,FALSE,51.8,,4,,6.25,,25.3,,22.4,,0,,303,,1258,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10.95,,6.03,,0.4,,0.91,,1.9,,107,,6,,0,,0,,0,,0,,6,,0.62,,0.13,,0.23,,6.2,,5,,11.2,,0,,0.1,,0.3,,2.3,,3,,1.2,,2,,75,,325,,14,,23,,201,,1.8,,0.7,,1.1,,0.1,,3.2,,70,,6,,0.02,,4,
9434,LAMB LOIN JOINT ROAST LEAN ONLY,F,100,24B,FALSE,FALSE,,1,250,,1,FALSE,60.4,,4.5,,6.25,,28.2,,10.7,,0,,209,,875,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5.2,,2.87,,0.18,,0.44,,0.91,,110,,0,,0,,0,,0,,0,,0,,0.65,,0.14,,0.25,,7,,5.9,,12.9,,0,,0,,0.4,,2.6,,4,,1.4,,2,,76,,345,,15,,25,,215,,2,,0.8,,1.2,,0.12,,3.7,,71,,6,,0.02,,4,
9435,LAMB NECK FILLET GRILLED LEAN AND FAT,F,100,24B,FALSE,FALSE,,1,250,,1,FALSE,49.1,,4.2,,6.25,,26.3,,21.9,,0,,302,,1255,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,10.69,,5.88,,0.38,,0.9,,1.86,,108,,3,,0,,0,,0,,0,,3,,0.62,,0.15,,0.23,,4.9,,5.4,,10.2,,0,,0.1,,0.1,,2.4,,4,,1.2,,2,,76,,367,,10,,24,,219,,1.8,,0.7,,1.1,,0.08,,5.8,,69,,6,,0.02,,4,
9436,LAMB NECK FILLET GRILLED LEAN ONLY,F,100,24B,FALSE,FALSE,,1,250,,1,FALSE,52.3,,4.5,,6.25,,27.9,,19.1,,0,,284,,1181,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9.33,,5.14,,0.33,,0.78,,1.62,,108,,0,,0,,0,,0,,0,,0,,0.65,,0.16,,0.24,,5.1,,5.8,,10.9,,0,,0.1,,0.1,,2.6,,4,,1.3,,2,,78,,385,,10,,25,,230,,1.9,,0.8,,1.1,,0.09,,6.4,,70,,6,,0.02,,4,
